Region,InstanceType,CPU,Memory,Cost
us-gov-east-1,r5dn.4xlarge,16,128 GiB,7.7044800000
eu-south-1,m5a.24xlarge,96,384 GiB,5.1390000000
ap-southeast-1,r6in.16xlarge,64,512 GiB,30.6643200000
ca-central-1,t3.2xlarge,8,32 GiB,0.3712000000
us-east-1,inf2.8xlarge,32,128 GiB,1.9678600000
us-east-2,m6id.4xlarge,16,64 GiB,2.8692000000
us-east-1-bue-1,c5.4xlarge,16,32 GiB,1.2050000000
eu-west-1,r6id.large,2,16 GiB,0.6648000000
us-east-2,m5a.2xlarge,8,32 GiB,0.4790000000
ap-southeast-1,c5.12xlarge,48,96 GiB,3.3140000000
eu-west-1,r5ad.16xlarge,64,512 GiB,5.7540000000
eu-south-1,m5.2xlarge,8,32 GiB,3.4750000000
us-east-1,x2iezn.metal,48,1536 GiB,10.0080000000
eu-central-2,r5.xlarge,4,32 GiB,0.4020000000
ca-central-1,r6i.4xlarge,16,128 GiB,3.1344000000
eu-west-3,c5n.18xlarge,72,192 GiB,13.2480000000
ap-northeast-1,r6id.4xlarge,16,128 GiB,7.4616000000
us-east-1,r6id.8xlarge,32,256 GiB,6.2592000000
eu-south-1,i3.16xlarge,64,488 GiB,29.7920000000
ap-northeast-2,c4.8xlarge,36,60 GiB,15.3240000000
ap-northeast-2,d2.xlarge,4,30.5 GiB,2.3440000000
us-east-1,c5a.2xlarge,8,16 GiB,3.3390000000
me-south-1,c5.9xlarge,36,72 GiB,15.4010000000
eu-central-1,is4gen.xlarge,4,24 GiB,0.6885000000
eu-west-1,c5a.large,2,4 GiB,0.5750000000
us-west-2,a1.xlarge,4,8 GiB,0.1020000000
us-east-1,r6in.24xlarge,96,768 GiB,19.8878400000
eu-south-1,c6i.24xlarge,96,192 GiB,41.3328000000
us-west-2-lax-1,c5.2xlarge,8,16 GiB,1.3680000000
ca-central-1,m5ad.12xlarge,48,192 GiB,8.5200000000
sa-east-1,x2idn.metal,128,2048 GiB,41.3700000000
ap-southeast-2,m5zn.3xlarge,12,48 GiB,1.3629000000
us-west-2-las-1,c5d.2xlarge,8,16 GiB,1.4400000000
us-gov-east-1,i3.xlarge,4,30.5 GiB,0.4140000000
ap-south-2,x2idn.32xlarge,128,2048 GiB,29.1220000000
eu-south-1,c6g.xlarge,4,8 GiB,0.1616000000
eu-central-2,c6in.16xlarge,64,128 GiB,29.0089600000
ca-central-1,c5.xlarge,4,8 GiB,0.1980000000
ap-northeast-1,p4d.24xlarge,96,1152 GiB,49.4143650000
eu-west-1,r5a.large,2,16 GiB,0.1350000000
eu-south-2,m5d.metal,96,384 GiB,42.0480000000
us-gov-west-1,c6in.xlarge,4,8 GiB,0.7803000000
ap-southeast-2,m4.2xlarge,8,32 GiB,0.5000000000
ap-southeast-2,c5a.8xlarge,32,64 GiB,2.3010000000
me-south-1,m6i.xlarge,4,16 GiB,0.3316000000
ap-southeast-1,c5.metal,96,192 GiB,6.3260000000
us-east-1,r5dn.xlarge,4,32 GiB,0.8140000000
ap-northeast-1,r5a.24xlarge,96,768 GiB,6.9700000000
eu-west-3,x2iedn.xlarge,4,128 GiB,1.0503800000
ca-central-1,r5b.16xlarge,64,512 GiB,12.8960000000
us-west-2,c5a.2xlarge,8,16 GiB,0.4740000000
eu-central-1,z1d.xlarge,4,32 GiB,1.9770000000
ap-northeast-2,m5d.xlarge,4,16 GiB,0.7580000000
eu-west-3,r5.8xlarge,32,256 GiB,14.3680000000
ca-central-1,r5n.metal,96,768 GiB,9.4460000000
eu-west-2,r5ad.2xlarge,8,64 GiB,0.6160000000
ca-central-1,m5.metal,96,384 GiB,6.7580000000
eu-west-3,r6gd.large,2,16 GiB,0.1433000000
eu-west-3,r5.24xlarge,96,768 GiB,8.7260000000
sa-east-1,m5d.xlarge,4,16 GiB,1.8600000000
sa-east-1,m5.xlarge,4,16 GiB,1.8230000000
ap-southeast-3,c5.9xlarge,36,72 GiB,1.8700000000
ap-northeast-1,r6idn.16xlarge,64,512 GiB,8.6819200000
ca-central-1,r5a.4xlarge,16,128 GiB,2.9120000000
ap-south-1,c5a.xlarge,4,8 GiB,0.1620000000
eu-west-2,c6a.16xlarge,64,128 GiB,10.5888000000
us-west-2,r5n.24xlarge,96,768 GiB,18.6720000000
eu-central-1,m6a.metal,192,768 GiB,9.9360000000
eu-south-1,i3en.2xlarge,8,64 GiB,1.2530000000
ap-southeast-4,i4i.2xlarge,8,64 GiB,0.9580000000
us-gov-west-1,m5n.metal,96,384 GiB,7.1520000000
us-west-1,c6a.large,2,4 GiB,0.1725400000
ap-northeast-3,i3en.xlarge,4,32 GiB,0.6340000000
us-east-1-phl-1,m5.2xlarge,8,32 GiB,0.6630000000
ap-south-1,u-12tb1.112xlarge,448,12288 GiB,280.6670000000
me-central-1,m6gd.8xlarge,32,128 GiB,1.8792000000
eu-central-1,r6a.4xlarge,16,128 GiB,3.1238400000
eu-south-1,r5dn.16xlarge,64,512 GiB,7.7299200000
us-west-2,r5.xlarge,4,32 GiB,1.7670000000
me-south-1,c6i.4xlarge,16,32 GiB,2.8492800000
sa-east-1,m6a.8xlarge,32,128 GiB,14.4235200000
eu-west-1,x2iedn.xlarge,4,128 GiB,2.6004100000
ap-southeast-1,x2iedn.8xlarge,32,1024 GiB,10.2113000000
us-east-2,r6idn.24xlarge,96,768 GiB,9.3787200000
eu-west-2,m6a.12xlarge,48,192 GiB,2.6373600000
us-east-1,m6i.large,2,8 GiB,0.1732000000
us-west-2-phx-1,r5d.8xlarge,32,256 GiB,6.8930000000
me-central-1,r5.8xlarge,32,256 GiB,14.4820000000
ca-central-1-wl1-yto1,g4dn.2xlarge,8,32 GiB,1.2520000000
ap-southeast-1,r4.16xlarge,64,488 GiB,6.2016000000
ap-northeast-1,m4.10xlarge,40,160 GiB,7.3800000000
eu-south-1,c5.metal,96,192 GiB,4.8480000000
us-east-2,t3.2xlarge,8,32 GiB,1.3127000000
eu-south-2,c5.18xlarge,72,144 GiB,30.4560000000
ap-northeast-2,r5dn.16xlarge,64,512 GiB,7.8316800000
eu-central-1,r5n.xlarge,4,32 GiB,0.8580000000
eu-west-1,c6in.16xlarge,64,128 GiB,12.1891200000
ap-southeast-2,m6id.24xlarge,96,384 GiB,7.8724800000
us-east-2,m6a.xlarge,4,16 GiB,1.6728000000
af-south-1,c5.12xlarge,48,96 GiB,8.6600000000
ap-southeast-3,x2iedn.xlarge,4,128 GiB,2.8296900000
us-west-1,r5.2xlarge,8,64 GiB,3.5600000000
eu-west-3,r6i.large,2,16 GiB,0.2304000000
ap-southeast-2,m6a.24xlarge,96,384 GiB,16.7040000000
eu-west-2,z1d.2xlarge,8,64 GiB,1.0140000000
us-west-2,m6i.xlarge,4,16 GiB,1.7112000000
eu-west-3,m5.12xlarge,48,192 GiB,2.6880000000
us-east-1,m3.medium,1,3.75 GiB,0.1410000000
ap-northeast-1,m5a.4xlarge,16,64 GiB,2.8160000000
ap-northeast-1,m5.xlarge,4,16 GiB,0.3160000000
eu-central-2,r5.2xlarge,8,64 GiB,1.6690000000
us-gov-east-1,m5dn.8xlarge,32,128 GiB,14.9000000000
us-west-1,r5d.2xlarge,8,64 GiB,0.6480000000
eu-west-2,c6in.metal,128,256 GiB,23.9616000000
af-south-1,r5.2xlarge,8,64 GiB,0.8480000000
eu-north-1,r5.8xlarge,32,256 GiB,2.6850000000
eu-west-1,m5.8xlarge,32,128 GiB,5.6660000000
eu-south-1,c5ad.4xlarge,16,32 GiB,0.8240000000
us-gov-west-1,m1.medium,1,3.75 GiB,0.1170000000
us-east-1,r6id.24xlarge,96,768 GiB,8.8800000000
us-east-2,i4i.16xlarge,64,512 GiB,13.1710000000
ap-east-1,r5n.4xlarge,16,128 GiB,1.9830000000
sa-east-1,r5b.12xlarge,48,384 GiB,24.2568000000
ap-southeast-1,r5ad.12xlarge,48,384 GiB,21.8160000000
eu-south-1,r6i.32xlarge,128,1024 GiB,9.4720000000
ap-northeast-3,r5d.8xlarge,32,256 GiB,6.7910000000
us-west-1,m6a.2xlarge,8,32 GiB,0.4032000000
me-central-1,m5.2xlarge,8,32 GiB,0.4710000000
ap-east-1,c5a.24xlarge,96,192 GiB,5.1220000000
ca-central-1,r5d.4xlarge,16,128 GiB,3.1840000000
us-west-2,r6i.24xlarge,96,768 GiB,17.5680000000
ap-southeast-2,m5d.large,2,8 GiB,0.2190000000
eu-west-2,r5.2xlarge,8,64 GiB,0.7630000000
us-west-2,z1d.6xlarge,24,192 GiB,5.1120000000
us-gov-west-1,m6id.32xlarge,128,512 GiB,24.9728000000
ap-southeast-2,m6id.2xlarge,8,32 GiB,0.5964000000
eu-west-1,m5d.metal,96,384 GiB,7.6700000000
ap-southeast-1,m5ad.8xlarge,32,128 GiB,2.7320000000
eu-west-2,p3.2xlarge,8,61 GiB,3.8220000000
af-south-1,m6g.16xlarge,64,256 GiB,3.2512000000
us-west-2,m5.12xlarge,48,192 GiB,8.0640000000
ap-south-2,x2idn.16xlarge,64,1024 GiB,30.8810000000
us-east-2,d2.xlarge,4,30.5 GiB,0.6900000000
eu-south-1,r5d.4xlarge,16,128 GiB,1.3440000000
me-south-1,r6i.2xlarge,8,64 GiB,0.8176400000
us-east-1,c6a.32xlarge,128,256 GiB,20.7456000000
eu-west-2,m5ad.8xlarge,32,128 GiB,2.4610000000
ap-southeast-2,r5b.8xlarge,32,256 GiB,3.7264000000
eu-west-2,c4.8xlarge,36,60 GiB,2.5120000000
eu-west-3,x2iedn.8xlarge,32,1024 GiB,8.4030000000
ca-central-1,i4i.xlarge,4,32 GiB,0.3780000000
ap-southeast-2,u-6tb1.56xlarge,224,6144 GiB,82.4907500000
ap-east-1,c5d.2xlarge,8,16 GiB,1.4830000000
us-west-1,m5zn.3xlarge,12,48 GiB,1.4746000000
eu-west-1,t4g.xlarge,4,16 GiB,0.1472000000
ap-south-2,c5d.9xlarge,36,72 GiB,1.7820000000
ap-southeast-2,r5.4xlarge,16,128 GiB,1.2800000000
eu-west-1,d3.xlarge,4,32 GiB,1.0890000000
us-west-1,r5.2xlarge,8,64 GiB,0.7290000000
eu-south-1,c6i.metal,128,256 GiB,6.4640000000
eu-west-1,m5a.xlarge,4,16 GiB,0.2600000000
af-south-1,c6i.32xlarge,128,256 GiB,55.2960000000
us-west-2-lax-1,c5.metal,96,192 GiB,6.5180000000
us-west-2,x2iedn.4xlarge,16,512 GiB,5.2545000000
us-east-2,m5d.large,2,8 GiB,0.1810000000
us-gov-west-1,r6in.xlarge,4,32 GiB,0.4864600000
us-east-2,m5d.2xlarge,8,32 GiB,0.5870000000
ap-northeast-3,i3.xlarge,4,30.5 GiB,0.4340000000
ap-southeast-3,m6i.4xlarge,16,64 GiB,0.9600000000
us-west-2-lax-1,i3en.large,2,16 GiB,0.3390000000
ap-south-1,r5.4xlarge,16,128 GiB,1.3100000000
us-west-1,r6i.metal,128,1024 GiB,8.9600000000
ca-central-1,m5a.4xlarge,16,64 GiB,6.8150000000
ap-northeast-1,m6i.16xlarge,64,256 GiB,28.3648000000
eu-north-1,m5.12xlarge,48,192 GiB,20.4480000000
us-east-2,c6in.8xlarge,32,64 GiB,1.8144000000
eu-west-1,c6i.24xlarge,96,192 GiB,15.8976000000
us-west-2,m5ad.8xlarge,32,128 GiB,1.6480000000
eu-west-3,m5a.8xlarge,32,128 GiB,13.6160000000
ap-southeast-3,c6in.xlarge,4,8 GiB,0.3280000000
eu-north-1,i3.16xlarge,64,488 GiB,29.2160000000
ap-northeast-2,r5n.8xlarge,32,256 GiB,15.0190000000
us-east-1-wl1-atl1,t3.xlarge,4,16 GiB,0.2240000000
ap-southeast-1,r5.12xlarge,48,384 GiB,21.8670000000
ap-southeast-2,r5a.24xlarge,96,768 GiB,8.5430000000
ap-northeast-1,m6id.metal,128,512 GiB,25.1712000000
eu-central-1,c5.12xlarge,48,96 GiB,3.2920000000
ap-northeast-2,c5d.xlarge,4,8 GiB,1.7340000000
us-west-2,m6a.16xlarge,64,256 GiB,3.8464000000
sa-east-1,r4.16xlarge,64,488 GiB,8.9600000000
af-south-1,c5n.9xlarge,36,96 GiB,3.2220000000
ap-southeast-3,m5.24xlarge,96,384 GiB,41.7600000000
ap-southeast-2,m5zn.large,2,8 GiB,0.6865000000
eu-west-3,m6i.12xlarge,48,192 GiB,3.7680000000
ap-northeast-3,m5d.4xlarge,16,64 GiB,1.4380000000
us-west-1,t3.xlarge,4,16 GiB,1.6984000000
eu-west-1,c5a.4xlarge,16,32 GiB,2.6770000000
us-west-2,c5d.12xlarge,48,96 GiB,2.3040000000
me-central-1,c5.2xlarge,8,16 GiB,0.5580000000
ap-south-1,m6a.large,2,8 GiB,0.1287100000
ap-south-1,c6i.4xlarge,16,32 GiB,0.6800000000
sa-east-1,r4.2xlarge,8,61 GiB,4.1200000000
ap-northeast-1,c5a.12xlarge,48,96 GiB,2.5340000000
ap-south-1,r5ad.8xlarge,32,256 GiB,13.3290000000
eu-north-1,m5d.8xlarge,32,128 GiB,2.5890000000
us-east-1,m5ad.2xlarge,8,32 GiB,0.5720000000
ap-northeast-1,is4gen.4xlarge,16,96 GiB,2.7132000000
ap-northeast-1,c6id.metal,128,256 GiB,23.5584000000
us-gov-west-1,c6i.4xlarge,16,32 GiB,2.8176000000
ap-southeast-3,i3en.metal,96,768 GiB,14.6300000000
ca-central-1,m5a.xlarge,4,16 GiB,0.2600000000
eu-north-1,g4dn.8xlarge,32,128 GiB,2.4470000000
us-east-2,i4i.4xlarge,16,128 GiB,1.7800000000
ap-northeast-1,x2idn.metal,128,2048 GiB,67.3410000000
eu-south-1,i4i.xlarge,4,32 GiB,0.4660000000
sa-east-1,r3.2xlarge,8,61 GiB,1.5390000000
ap-southeast-3,c5n.2xlarge,8,21 GiB,1.4860000000
us-west-1,r6i.metal,128,1024 GiB,11.1232000000
us-east-2,r5d.large,2,16 GiB,0.1530000000
eu-west-1,c3.8xlarge,32,60 GiB,1.9120000000
ap-southeast-1,c6i.2xlarge,8,16 GiB,1.3520000000
us-gov-west-1,c6i.xlarge,4,8 GiB,0.2244000000
ap-southeast-2,g4dn.metal,96,384 GiB,10.1740000000
eu-south-1,c5ad.12xlarge,48,96 GiB,8.2320000000
eu-west-1,c5.24xlarge,96,192 GiB,6.2300000000
ap-northeast-2,r5b.4xlarge,16,128 GiB,3.3440000000
us-west-2,c6i.8xlarge,32,64 GiB,2.0368000000
af-south-1,c5.xlarge,4,8 GiB,0.2280000000
ca-central-1,c6i.metal,128,256 GiB,8.1152000000
eu-central-1,m5d.2xlarge,8,32 GiB,1.5410000000
ap-southeast-2,c6g.metal,64,128 GiB,2.8416000000
eu-central-1,z1d.6xlarge,24,192 GiB,5.5800000000
us-gov-east-1,c5d.2xlarge,8,16 GiB,3.4920000000
us-west-2,c6in.16xlarge,64,128 GiB,27.9916800000
eu-west-3,c5d.18xlarge,72,144 GiB,31.1400000000
us-west-2,r5d.8xlarge,32,256 GiB,2.9830000000
af-south-1,i3.16xlarge,64,488 GiB,30.5600000000
ap-southeast-1,r6i.4xlarge,16,128 GiB,7.3376000000
us-gov-west-1,c5d.large,2,4 GiB,0.1230000000
us-west-2,c5d.xlarge,4,8 GiB,0.6840000000
ap-northeast-1,g5.24xlarge,96,384 GiB,11.8112300000
ap-south-2,r5d.metal,96,768 GiB,8.8700000000
eu-west-2,c5n.large,2,5.25 GiB,0.1360000000
ap-northeast-3,i3.metal,72,512 GiB,13.5360000000
ap-south-1,d2.8xlarge,36,244 GiB,6.6120000000
eu-west-1,g3.8xlarge,32,244 GiB,2.4200000000
eu-central-1,c5ad.8xlarge,32,64 GiB,5.4400000000
me-central-1,m5d.4xlarge,16,64 GiB,1.1750000000
us-east-2,m5a.8xlarge,32,128 GiB,1.9170000000
us-west-2,d3en.6xlarge,24,96 GiB,3.5600000000
sa-east-1,m5d.metal,96,384 GiB,20.1600000000
ap-east-1,c6i.xlarge,4,8 GiB,0.7176000000
us-east-1,c5d.metal,96,192 GiB,6.2300000000
ap-northeast-1,c6id.32xlarge,128,256 GiB,8.1984000000
us-west-2,c6in.large,2,4 GiB,0.6047400000
eu-north-1,i3en.2xlarge,8,64 GiB,1.0830000000
ap-southeast-1,r6i.metal,128,1024 GiB,57.7280000000
eu-central-1,inf1.xlarge,4,8 GiB,0.7650000000
ap-northeast-1,c6in.32xlarge,128,256 GiB,24.4992000000
eu-west-1,r5d.8xlarge,32,256 GiB,3.2560000000
eu-west-3,i3en.xlarge,4,32 GiB,0.6280000000
ap-southeast-2,r5.xlarge,4,32 GiB,0.3200000000
sa-east-1,u-6tb1.112xlarge,448,6144 GiB,255.1000000000
ap-south-1,c4.2xlarge,8,15 GiB,0.5350000000
ap-southeast-1,r6id.metal,128,1024 GiB,11.6928000000
us-east-2,r6idn.12xlarge,48,384 GiB,4.6893600000
ap-northeast-2,c5d.2xlarge,8,16 GiB,3.4680000000
us-west-2,m5n.12xlarge,48,192 GiB,3.0290000000
ap-northeast-1-tpe-1,m5.2xlarge,8,32 GiB,0.7550000000
us-east-1,m5a.12xlarge,48,192 GiB,2.0640000000
eu-central-1,r5dn.24xlarge,96,768 GiB,11.1740000000
ap-south-1,x2iedn.4xlarge,16,512 GiB,9.7845500000
ap-northeast-2,r5n.4xlarge,16,128 GiB,3.4290000000
ap-southeast-1,m5n.large,2,8 GiB,0.6260000000
us-gov-west-1,r6idn.12xlarge,48,384 GiB,23.6440800000
me-central-1,c5.9xlarge,36,72 GiB,6.2210000000
us-gov-east-1,i4i.4xlarge,16,128 GiB,1.9250000000
eu-west-1,m5n.8xlarge,32,128 GiB,2.1280000000
me-south-1-mct-1,r5.2xlarge,8,64 GiB,1.7160000000
ca-central-1,r5a.16xlarge,64,512 GiB,5.0500000000
us-west-2,r5ad.8xlarge,32,256 GiB,14.2220000000
ap-south-1,m6a.12xlarge,48,192 GiB,1.4665200000
ap-southeast-1,m1.large,2,7.5 GiB,0.2330000000
eu-west-3,r5n.xlarge,4,32 GiB,0.8510000000
ap-northeast-3,r5d.4xlarge,16,128 GiB,7.4760000000
ap-south-1,m5a.16xlarge,64,256 GiB,9.4580000000
us-west-2-den-1,r5d.4xlarge,16,128 GiB,1.5260000000
us-gov-west-1,i2.4xlarge,16,122 GiB,4.3620000000
us-east-1-wl1-tpa1,t3.xlarge,4,16 GiB,0.2916000000
us-east-2,m5a.12xlarge,48,192 GiB,20.0640000000
eu-central-1,c6i.24xlarge,96,192 GiB,16.6416000000
ca-central-1,x2iedn.8xlarge,32,1024 GiB,11.9096000000
us-east-2,r5a.4xlarge,16,128 GiB,1.2290000000
us-gov-west-1,r5dn.4xlarge,16,128 GiB,1.7040000000
me-south-1,c5ad.2xlarge,8,16 GiB,3.4320000000
af-south-1,i4i.metal,128,1024 GiB,16.5950000000
ap-south-1-del-1,m5.2xlarge,8,32 GiB,0.6810000000
ap-northeast-1,r5ad.16xlarge,64,512 GiB,6.1700000000
ap-northeast-1,c5d.xlarge,4,8 GiB,0.7240000000
us-gov-west-1,r6idn.xlarge,4,32 GiB,0.5173700000
ap-southeast-2,r6i.24xlarge,96,768 GiB,43.2480000000
us-east-2,m5ad.24xlarge,96,384 GiB,5.2450000000
us-west-1,m5ad.xlarge,4,16 GiB,0.3120000000
ap-south-2,m5d.2xlarge,8,32 GiB,0.5170000000
eu-west-3,m5ad.2xlarge,8,32 GiB,3.5130000000
ap-northeast-3,i3en.3xlarge,12,96 GiB,1.7990000000
eu-central-2,c5d.24xlarge,96,192 GiB,41.8610000000
ap-northeast-1,c6gd.4xlarge,16,32 GiB,0.8312000000
eu-central-1,m6a.2xlarge,8,32 GiB,0.5492000000
ap-south-1,z1d.3xlarge,12,96 GiB,1.1760000000
ap-southeast-1,z1d.xlarge,4,32 GiB,0.4790000000
us-gov-east-1,r5.2xlarge,8,64 GiB,1.6000000000
ap-southeast-1,r5n.8xlarge,32,256 GiB,14.8480000000
eu-west-1,r6a.large,2,16 GiB,0.1945000000
ap-southeast-1,c6a.metal,192,384 GiB,31.5072000000
eu-west-1,m4.xlarge,4,16 GiB,1.7442000000
ap-southeast-1,c6gd.12xlarge,48,96 GiB,2.2896000000
us-gov-east-1,r5a.2xlarge,8,64 GiB,1.5040000000
us-west-2-lax-1,r5d.metal,96,768 GiB,8.2940000000
eu-south-1,r5dn.8xlarge,32,256 GiB,7.1641600000
sa-east-1,m3.xlarge,4,15 GiB,0.4860000000
eu-south-1,c6i.32xlarge,128,256 GiB,6.4640000000
us-east-1,x2iezn.4xlarge,16,512 GiB,3.9400000000
ap-south-1,r5.2xlarge,8,64 GiB,0.5200000000
us-east-1,m5dn.16xlarge,64,256 GiB,12.2960000000
us-east-1-phl-1,c5d.4xlarge,16,32 GiB,2.8800000000
eu-west-2,g5.4xlarge,16,64 GiB,2.2676300000
us-east-2,r6in.12xlarge,48,384 GiB,10.3623100000
eu-west-3,x2idn.24xlarge,96,1536 GiB,13.8649500000
ap-northeast-1,i4i.8xlarge,32,256 GiB,3.2210000000
eu-central-2,c5.4xlarge,16,32 GiB,2.8250000000
eu-north-1,c5d.2xlarge,8,16 GiB,0.5790000000
us-east-1,c6in.12xlarge,48,96 GiB,20.7216000000
ap-south-1,i3en.12xlarge,48,384 GiB,6.5690000000
us-east-1-qro-1,c5.24xlarge,96,192 GiB,7.1300000000
ca-central-1,u-3tb1.56xlarge,224,3072 GiB,59.7700000000
us-gov-west-1,m5.2xlarge,8,32 GiB,0.6190000000
us-east-2,u-3tb1.56xlarge,224,3072 GiB,30.0300000000
ap-south-1,d2.xlarge,4,30.5 GiB,0.8270000000
ap-east-1,m6g.2xlarge,8,32 GiB,0.4492000000
eu-south-2,r5d.xlarge,4,32 GiB,1.8200000000
eu-west-2,r5a.large,2,16 GiB,0.2090000000
us-east-1,c5.2xlarge,8,16 GiB,1.3200000000
eu-central-2,m5d.metal,96,384 GiB,7.1810000000
eu-west-3,m5.xlarge,4,16 GiB,1.7390000000
eu-central-1,r4.2xlarge,8,61 GiB,1.6640000000
us-west-1,m4.4xlarge,16,64 GiB,7.0296000000
sa-east-1,i3en.3xlarge,12,96 GiB,2.5030000000
us-gov-east-1,r6g.xlarge,4,32 GiB,0.2416000000
ap-south-1,c5.24xlarge,96,192 GiB,40.3430000000
ap-northeast-1,m5dn.12xlarge,48,192 GiB,22.4810000000
us-west-2,r6in.metal,128,1024 GiB,11.1571200000
eu-west-3,i3en.metal,96,768 GiB,14.2460000000
eu-west-2,r5.4xlarge,16,128 GiB,1.1840000000
ap-southeast-1,r6idn.16xlarge,64,512 GiB,7.4880000000
ap-northeast-3,x2iedn.4xlarge,16,512 GiB,5.5894500000
ap-southeast-1,i4i.4xlarge,16,128 GiB,2.0810000000
us-west-1,c6i.2xlarge,8,16 GiB,0.4240000000
ap-northeast-1-tpe-1,t3.medium,2,4 GiB,0.1356000000
ap-southeast-2,c3.8xlarge,32,60 GiB,2.1170000000
eu-central-1,m5a.4xlarge,16,64 GiB,6.8320000000
eu-west-1,r6idn.metal,128,1024 GiB,61.9276800000
ap-south-1,m5a.12xlarge,48,192 GiB,1.4150000000
ap-northeast-1,x2iedn.2xlarge,8,256 GiB,2.7945900000
ap-southeast-2,c6in.8xlarge,32,64 GiB,2.6056800000
ap-southeast-1,r6id.12xlarge,48,384 GiB,22.8232800000
us-west-2,m6a.24xlarge,96,384 GiB,5.7696000000
ap-south-1,i4i.4xlarge,16,128 GiB,7.7130000000
eu-south-1,r5dn.4xlarge,16,128 GiB,1.9324800000
sa-east-1,c6in.4xlarge,16,32 GiB,1.3944000000
eu-south-2,m5.2xlarge,8,32 GiB,1.3880000000
eu-central-1,r6id.xlarge,4,32 GiB,1.8633000000
eu-west-3,c6i.8xlarge,32,64 GiB,13.7776000000
us-east-1,m5d.xlarge,4,16 GiB,0.3070000000
af-south-1,r6g.12xlarge,48,384 GiB,3.2256000000
eu-west-1,r7g.8xlarge,32,256 GiB,1.9176000000
us-gov-west-1,m6i.8xlarge,32,128 GiB,13.9360000000
us-east-2,i4g.large,2,16 GiB,0.1698800000
us-gov-east-1,c6i.32xlarge,128,256 GiB,6.5280000000
us-east-2,m6idn.4xlarge,16,64 GiB,7.4002600000
ap-northeast-1,i3en.12xlarge,48,384 GiB,24.3840000000
eu-central-1,c6id.32xlarge,128,256 GiB,7.4592000000
ap-southeast-2,m5.8xlarge,32,128 GiB,2.4610000000
eu-central-2,c6in.32xlarge,128,256 GiB,9.1072000000
eu-west-2-wl1-lon1,r5.2xlarge,8,64 GiB,3.7400000000
sa-east-1,c5a.2xlarge,8,16 GiB,1.4790000000
ap-northeast-2,x2iedn.8xlarge,32,1024 GiB,10.2113000000
ap-northeast-1,i3en.xlarge,4,32 GiB,0.5320000000
us-east-2,c6i.32xlarge,128,256 GiB,53.4400000000
us-east-1,m6g.16xlarge,64,256 GiB,2.6112000000
eu-west-2,c6i.4xlarge,16,32 GiB,1.1592000000
us-west-2,r5dn.xlarge,4,32 GiB,0.8140000000
ap-south-1,r4.8xlarge,32,244 GiB,2.9520000000
us-east-2,x1e.8xlarge,32,976 GiB,7.2130000000
eu-central-1,r6i.metal,128,1024 GiB,25.0880000000
ap-northeast-1,u-12tb1.112xlarge,448,12288 GiB,131.7330000000
us-west-2-lax-1,c5.9xlarge,36,72 GiB,15.4470000000
ap-southeast-4,r5d.2xlarge,8,64 GiB,0.6960000000
us-west-2-lax-1,i3en.3xlarge,12,96 GiB,3.0670000000
us-gov-east-1,m5d.16xlarge,64,256 GiB,5.6580000000
eu-central-1,m6a.16xlarge,64,256 GiB,3.6432000000
eu-north-1,c6in.16xlarge,64,128 GiB,5.3689600000
af-south-1,m5d.metal,96,384 GiB,8.8220000000
ap-northeast-2,c6i.xlarge,4,8 GiB,0.1920000000
us-west-2,i3.large,2,15.25 GiB,0.6360000000
us-gov-west-1,c5.metal,96,192 GiB,40.8960000000
eu-south-1,m6i.xlarge,4,16 GiB,0.2916000000
us-west-1,i3.16xlarge,64,488 GiB,13.1840000000
eu-north-1,c6in.16xlarge,64,128 GiB,28.2873600000
ap-southeast-1,r5a.8xlarge,32,256 GiB,2.1760000000
ap-northeast-1,m4.2xlarge,8,32 GiB,0.6512000000
ap-northeast-1,m5.12xlarge,48,192 GiB,8.9330000000
eu-west-2,m5ad.xlarge,4,16 GiB,0.3240000000
eu-west-3,c6i.2xlarge,8,16 GiB,1.4044000000
eu-west-2,i3en.large,2,16 GiB,0.3310000000
eu-central-2,i3en.24xlarge,96,768 GiB,14.2560000000
eu-west-3,r4.2xlarge,8,61 GiB,3.6864000000
sa-east-1,i3.16xlarge,64,488 GiB,15.6480000000
us-east-2,g4ad.xlarge,4,16 GiB,0.3785300000
sa-east-1,c6in.16xlarge,64,128 GiB,13.8153600000
me-central-1,i3.8xlarge,32,244 GiB,3.3300000000
sa-east-1,c5a.xlarge,4,8 GiB,0.2600000000
us-west-2,d3en.12xlarge,48,192 GiB,24.9395000000
me-central-1,m6i.metal,128,512 GiB,7.5328000000
ap-southeast-4,r5.24xlarge,96,768 GiB,7.2480000000
us-east-2,m6a.32xlarge,128,512 GiB,5.5296000000
us-east-1,m6in.xlarge,4,16 GiB,0.2784600000
ap-south-2,c5d.18xlarge,72,144 GiB,4.7810000000
ap-east-1,m6g.12xlarge,48,192 GiB,2.5440000000
eu-central-2,r5d.metal,96,768 GiB,45.1340000000
ap-south-1,m6i.xlarge,4,16 GiB,0.2696000000
eu-south-1,c6in.16xlarge,64,128 GiB,4.3344000000
eu-west-2,t2.micro,1,1 GiB,0.0808000000
us-west-2,r5.2xlarge,8,64 GiB,1.4940000000
us-west-1,r6i.8xlarge,32,256 GiB,14.4640000000
us-east-1,c6id.8xlarge,32,64 GiB,13.6128000000
us-east-2,m5n.large,2,8 GiB,0.1940000000
