Region,InstanceType,CPU,Memory,Cost
ap-northeast-1,c5.18xlarge,72,144 GiB,3.8520000000
ap-northeast-1,m5zn.large,2,8 GiB,0.2347000000
ap-northeast-1,m5n.large,2,8 GiB,0.1630000000
us-west-1,m6gd.xlarge,4,16 GiB,0.2120000000
eu-west-1,c6id.large,2,4 GiB,0.1259000000
eu-west-2,i3.16xlarge,64,488 GiB,6.8740000000
us-east-2,c6in.24xlarge,96,192 GiB,5.4432000000
ap-southeast-1,r5n.12xlarge,48,384 GiB,22.5310000000
us-east-1-phl-1,r5d.2xlarge,8,64 GiB,0.7200000000
eu-central-1,m4.16xlarge,64,256 GiB,11.5200000000
us-gov-east-1,m5a.24xlarge,96,384 GiB,7.1970000000
ap-southeast-2,r6i.24xlarge,96,768 GiB,7.2480000000
ap-northeast-2,z1d.xlarge,4,32 GiB,1.9500000000
ap-south-2,x2iedn.xlarge,4,128 GiB,1.4261400000
us-east-1,r5n.metal,96,768 GiB,7.1520000000
af-south-1,c5n.metal,72,192 GiB,13.8670000000
eu-west-3,i4i.metal,128,1024 GiB,14.9060000000
ap-northeast-1,x2iezn.4xlarge,16,512 GiB,11.3196000000
us-west-2-lax-1,c5.large,2,4 GiB,0.1760000000
ap-northeast-3,c4.xlarge,4,7.5 GiB,0.7570000000
ap-southeast-1,m5a.4xlarge,16,64 GiB,1.1880000000
ca-central-1,c6g.xlarge,4,8 GiB,0.1577000000
eu-south-1,g4dn.12xlarge,48,192 GiB,4.5800000000
ca-central-1,r5a.16xlarge,64,512 GiB,11.6480000000
us-west-2,c6id.24xlarge,96,192 GiB,41.3222400000
ap-northeast-1,m5dn.24xlarge,96,384 GiB,8.4000000000
ap-northeast-1,x2iezn.4xlarge,16,512 GiB,11.3196000000
ap-northeast-1,m6id.8xlarge,32,128 GiB,14.6980800000
ap-south-1,r6id.metal,128,1024 GiB,58.1504000000
ap-southeast-3,r5.large,2,16 GiB,0.6320000000
us-east-1,m6in.4xlarge,16,64 GiB,3.0338400000
ap-southeast-1,z1d.6xlarge,24,192 GiB,11.7120000000
eu-south-2,i3en.metal,96,768 GiB,48.0000000000
eu-central-1,p2.8xlarge,32,488 GiB,10.6080000000
eu-central-1,p2.8xlarge,32,488 GiB,10.6080000000
eu-central-1,m6a.32xlarge,128,512 GiB,7.2864000000
ap-southeast-2,r6i.32xlarge,128,1024 GiB,25.0240000000
sa-east-1,inf1.6xlarge,24,48 GiB,2.3560000000
ap-southeast-1,m5ad.8xlarge,32,128 GiB,6.0310000000
eu-west-2,m4.10xlarge,40,160 GiB,2.3200000000
us-east-1,r6a.metal,192,1536 GiB,10.8864000000
eu-west-2,r5n.4xlarge,16,128 GiB,3.3200000000
ap-southeast-2,t3.2xlarge,8,32 GiB,3.4497000000
us-east-2,c6in.metal,128,256 GiB,22.6176000000
ap-northeast-1,x1e.4xlarge,16,488 GiB,5.5900000000
ap-northeast-1,a1.xlarge,4,8 GiB,0.1284000000
eu-west-2,r6id.24xlarge,96,768 GiB,8.5176000000
af-south-1,x1e.16xlarge,64,1952 GiB,44.9440000000
us-east-2,a1.4xlarge,16,32 GiB,0.4080000000
ap-northeast-1,r5b.2xlarge,8,64 GiB,0.9316000000
ap-northeast-2,m4.10xlarge,40,160 GiB,3.1360000000
ap-southeast-1,r4.16xlarge,64,488 GiB,5.1200000000
me-south-1,r5.4xlarge,16,128 GiB,7.2410000000
eu-central-1,r6i.metal,128,1024 GiB,25.0880000000
us-east-2,m5a.xlarge,4,16 GiB,1.6820000000
eu-central-1,c6a.48xlarge,192,384 GiB,31.4208000000
us-east-1-bos-1,m5.2xlarge,8,32 GiB,3.4800000000
us-west-2,c6gn.8xlarge,32,64 GiB,1.3824000000
us-gov-west-1,m5n.metal,96,384 GiB,18.6720000000
eu-north-1,i3en.metal,96,768 GiB,22.8960000000
eu-west-1,r6in.xlarge,4,32 GiB,0.4298600000
us-east-2,m6idn.16xlarge,64,256 GiB,13.2810200000
ap-northeast-1,c6a.4xlarge,16,32 GiB,2.7674400000
us-east-2,r6in.8xlarge,32,256 GiB,6.9082100000
us-west-2-phx-1,c5d.2xlarge,8,16 GiB,0.4800000000
eu-north-1,m5.large,2,8 GiB,0.1090000000
eu-west-3,c6gd.12xlarge,48,96 GiB,2.2080000000
eu-west-2,r5a.16xlarge,64,512 GiB,12.1920000000
me-central-1,c5d.metal,96,192 GiB,5.7550000000
ap-northeast-2,m5.metal,96,384 GiB,7.2860000000
eu-central-2,c6in.large,2,4 GiB,0.6223000000
ap-southeast-2,i3en.metal,96,768 GiB,49.0080000000
ap-northeast-2,m3.xlarge,4,15 GiB,0.4023250000
us-west-1,r5a.2xlarge,8,64 GiB,3.5340000000
ca-central-1,c6in.24xlarge,96,192 GiB,8.1643200000
eu-west-3,r5n.metal,96,768 GiB,8.4000000000
ap-northeast-1,r3.xlarge,4,30.5 GiB,0.5080000000
us-east-2,c6a.12xlarge,48,96 GiB,1.8360000000
ca-central-1,r5ad.2xlarge,8,64 GiB,0.7110000000
ap-southeast-1,c5d.4xlarge,16,32 GiB,0.9530000000
eu-south-1,c6in.8xlarge,32,64 GiB,2.3839200000
ap-northeast-1,r6i.xlarge,4,32 GiB,0.7840000000
ap-northeast-2,r6gd.4xlarge,16,128 GiB,1.1072000000
ap-southeast-2,r5.12xlarge,48,384 GiB,4.4350000000
af-south-1,i3.xlarge,4,30.5 GiB,0.8900000000
eu-north-1,m5.4xlarge,16,64 GiB,0.8160000000
ap-south-2,m5.large,2,8 GiB,0.1690000000
ap-southeast-3,r5.12xlarge,48,384 GiB,3.6480000000
us-east-1,m1.small,1,1.7 GiB,0.0440000000
ap-northeast-3,m5.large,2,8 GiB,0.1310000000
eu-west-1,r5n.24xlarge,96,768 GiB,8.0160000000
us-east-1,c5ad.8xlarge,32,64 GiB,1.9170000000
ap-south-1,r6id.24xlarge,96,768 GiB,43.6128000000
ap-southeast-2,c6i.2xlarge,8,16 GiB,0.5792000000
us-west-1,c6gn.12xlarge,48,96 GiB,2.8512000000
eu-north-1,m6i.large,2,8 GiB,0.5820000000
ap-southeast-2,r5.2xlarge,8,64 GiB,0.7390000000
ap-southeast-2,m6i.16xlarge,64,256 GiB,5.3056000000
eu-south-1,c5ad.xlarge,4,8 GiB,0.2940000000
ap-south-1,m5.12xlarge,48,192 GiB,20.4240000000
eu-south-1,c6i.24xlarge,96,192 GiB,5.3328000000
us-east-2,x1.32xlarge,128,1952 GiB,61.3380000000
us-gov-west-1,c5.4xlarge,16,32 GiB,0.8650000000
eu-west-1,r6i.16xlarge,64,512 GiB,28.9632000000
ap-northeast-1,r6g.xlarge,4,32 GiB,0.2578000000
us-west-2,m6i.large,2,8 GiB,0.1636000000
us-west-2,m5zn.2xlarge,8,32 GiB,3.6607000000
us-gov-east-1,c5.2xlarge,8,16 GiB,3.4330000000
af-south-1,m5.8xlarge,32,128 GiB,2.5730000000
ap-southeast-3,c5d.large,2,4 GiB,0.1800000000
eu-west-1,m5d.xlarge,4,16 GiB,1.7520000000
ap-northeast-2,m5a.24xlarge,96,384 GiB,6.7100000000
me-central-1,r6i.32xlarge,128,1024 GiB,25.2864000000
ap-south-2,c5d.2xlarge,8,16 GiB,3.4200000000
ca-central-1,c5n.9xlarge,36,96 GiB,2.7320000000
us-west-2,r5n.2xlarge,8,64 GiB,3.6320000000
us-west-2-sea-1,c5d.2xlarge,8,16 GiB,0.5090000000
eu-north-1,c6i.16xlarge,64,128 GiB,27.2032000000
us-east-1,r6i.8xlarge,32,256 GiB,2.5568000000
ap-southeast-3,m5.12xlarge,48,192 GiB,3.6910000000
ap-southeast-2,r6g.large,2,16 GiB,0.1280000000
ap-southeast-4,m5d.12xlarge,48,192 GiB,3.4080000000
af-south-1,c5d.2xlarge,8,16 GiB,0.5200000000
us-east-2,i2.4xlarge,16,122 GiB,3.7510000000
eu-west-3,x1.16xlarge,64,976 GiB,8.4030000000
us-gov-east-1,c6g.12xlarge,48,96 GiB,1.9584000000
me-south-1,g4dn.8xlarge,32,128 GiB,2.6690000000
us-west-2,r5ad.24xlarge,96,768 GiB,7.9100000000
us-gov-east-1,m6i.16xlarge,64,256 GiB,4.9536000000
ap-northeast-2-wl1-cjj1,t3.medium,2,4 GiB,0.0650000000
ap-southeast-1,m4.2xlarge,8,32 GiB,3.5500000000
eu-west-3,i4i.2xlarge,8,64 GiB,0.8760000000
eu-south-2,c5d.4xlarge,16,32 GiB,0.8720000000
sa-east-1,r5a.2xlarge,8,64 GiB,0.9030000000
ap-east-1,m5d.8xlarge,32,128 GiB,14.4800000000
us-gov-east-1,m5d.metal,96,384 GiB,42.8640000000
eu-south-1,x2idn.32xlarge,128,2048 GiB,64.8010000000
us-gov-west-1,r6idn.2xlarge,8,64 GiB,1.9947500000
ap-southeast-4,t3.small,2,2 GiB,0.0940000000
us-gov-west-1,r5a.2xlarge,8,64 GiB,0.5440000000
ap-northeast-3,m5d.16xlarge,64,256 GiB,6.0340000000
us-gov-west-1,r6in.2xlarge,8,64 GiB,0.9729200000
us-east-1,r6a.large,2,16 GiB,0.5934000000
ap-northeast-3,c5n.4xlarge,16,42 GiB,1.1530000000
us-west-1,r5.4xlarge,16,128 GiB,3.0400000000
us-west-1,inf1.2xlarge,8,16 GiB,0.4350000000
us-west-2,i3en.2xlarge,8,64 GiB,3.9630000000
eu-west-1,r5a.12xlarge,48,384 GiB,3.8590000000
ap-southeast-1,c6g.2xlarge,8,16 GiB,0.3324000000
us-gov-east-1,m5a.8xlarge,32,128 GiB,2.3990000000
ap-southeast-2,r6id.16xlarge,64,512 GiB,7.2064000000
ap-northeast-1,r5ad.24xlarge,96,768 GiB,19.1520000000
ap-east-1,c5.metal,96,192 GiB,16.7040000000
eu-central-1,r5b.4xlarge,16,128 GiB,1.6944000000
us-east-2,r6idn.8xlarge,32,256 GiB,7.2788600000
ap-northeast-3,m5d.4xlarge,16,64 GiB,1.5080000000
eu-west-2,r5b.4xlarge,16,128 GiB,1.8104000000
ca-central-1,x1e.xlarge,4,122 GiB,2.5080000000
ap-northeast-1,r6g.12xlarge,48,384 GiB,2.9184000000
eu-west-3,x2iedn.8xlarge,32,1024 GiB,9.7841000000
eu-south-1,m5d.4xlarge,16,64 GiB,2.9760000000
ca-central-1,r4.4xlarge,16,122 GiB,1.2850000000
ap-south-1,c5a.large,2,4 GiB,0.0520000000
us-west-1,r6i.xlarge,4,32 GiB,0.3080000000
us-west-2,r6gd.4xlarge,16,128 GiB,0.9769000000
eu-south-1,i4i.xlarge,4,32 GiB,0.9180000000
eu-north-1,inf1.2xlarge,8,16 GiB,0.5430000000
af-south-1-los-1,m5.2xlarge,8,32 GiB,0.5840000000
eu-central-1,m5a.large,2,8 GiB,0.5840000000
ap-southeast-1,r6g.medium,1,8 GiB,0.0608000000
ap-southeast-2,r5b.12xlarge,48,384 GiB,10.1040000000
ap-northeast-3,r5d.8xlarge,32,256 GiB,3.4920000000
us-gov-west-1,i3en.xlarge,4,32 GiB,0.6140000000
eu-central-2,c5d.2xlarge,8,16 GiB,0.4880000000
ap-south-2,c6i.8xlarge,32,64 GiB,1.9008000000
eu-west-3,r5.2xlarge,8,64 GiB,1.5520000000
eu-west-1,z1d.2xlarge,8,64 GiB,0.8830000000
eu-west-1,m6a.12xlarge,48,192 GiB,8.0712000000
us-west-1,m5zn.3xlarge,12,48 GiB,2.7118000000
ap-south-1,m5ad.4xlarge,16,64 GiB,0.8070000000
us-west-1,i3en.large,2,16 GiB,0.2500000000
us-west-2,m6in.2xlarge,8,32 GiB,3.5569200000
us-east-1,m6idn.xlarge,4,16 GiB,1.8500600000
ap-southeast-2,im4gn.8xlarge,32,128 GiB,3.4886700000
us-west-2,r6id.24xlarge,96,768 GiB,8.8800000000
me-south-1,g4dn.metal,96,384 GiB,9.5960000000
eu-west-1,x2idn.24xlarge,96,1536 GiB,13.6269000000
ap-southeast-2,m5ad.12xlarge,48,192 GiB,9.0840000000
eu-central-1,m5ad.2xlarge,8,32 GiB,0.6650000000
ap-south-1,i4i.16xlarge,64,512 GiB,7.9350000000
ap-southeast-2,r3.xlarge,4,30.5 GiB,0.8800000000
ca-central-1,r5b.24xlarge,96,768 GiB,10.2288000000
eu-west-2,c6i.4xlarge,16,32 GiB,2.7280000000
eu-west-2,r5ad.large,2,16 GiB,0.2310000000
ap-south-2,c6i.2xlarge,8,16 GiB,1.3340000000
ap-southeast-4,c5d.9xlarge,36,72 GiB,15.9040000000
us-west-2,r5.large,2,16 GiB,0.1260000000
eu-south-1,r5a.16xlarge,64,512 GiB,28.5110000000
eu-south-1,c5ad.2xlarge,8,16 GiB,3.4120000000
ap-northeast-1,c6in.12xlarge,48,96 GiB,4.2384000000
us-west-2,i4i.2xlarge,8,64 GiB,0.7550000000
ap-northeast-3,m5.2xlarge,8,32 GiB,1.4860000000
ap-south-1,g5.24xlarge,96,384 GiB,9.7792800000
us-gov-east-1,inf1.6xlarge,24,48 GiB,1.8940000000
ap-south-2,c5.9xlarge,36,72 GiB,2.2300000000
eu-central-2,i3en.2xlarge,8,64 GiB,2.2250000000
us-east-1-dfw-1,g4dn.2xlarge,8,32 GiB,1.0760000000
us-gov-west-1,c6id.8xlarge,32,64 GiB,2.4896000000
eu-central-1,m5dn.16xlarge,64,256 GiB,29.1840000000
us-west-2,m6i.metal,128,512 GiB,6.1440000000
me-central-1,t4g.small,2,2 GiB,0.0204000000
us-east-1,c6in.xlarge,4,8 GiB,0.2268000000
eu-west-3,m5a.16xlarge,64,256 GiB,27.2320000000
eu-west-1,h1.8xlarge,32,128 GiB,14.0760000000
us-east-1,c6in.12xlarge,48,96 GiB,8.4816000000
us-east-1,i2.8xlarge,32,244 GiB,7.3650000000
us-east-2,c5d.2xlarge,8,16 GiB,1.3440000000
eu-west-2,x2idn.16xlarge,64,1024 GiB,10.3249000000
eu-west-1,r6a.48xlarge,192,1536 GiB,84.1824000000
ap-southeast-2,r5.metal,96,768 GiB,43.2480000000
us-east-2,c6in.8xlarge,32,64 GiB,2.3552000000
ap-southeast-2,c5ad.16xlarge,64,128 GiB,27.6160000000
us-west-2,c5a.4xlarge,16,32 GiB,0.9480000000
eu-west-2,c6i.8xlarge,32,64 GiB,5.6176000000
ap-northeast-1,i3en.6xlarge,24,192 GiB,12.4000000000
us-east-1-bos-1,m5.4xlarge,16,64 GiB,6.9600000000
eu-south-1,r5d.12xlarge,48,384 GiB,4.8430000000
ca-central-1,c5d.2xlarge,8,16 GiB,0.4240000000
eu-west-2,c6i.2xlarge,8,16 GiB,0.4040000000
us-east-1,c6id.24xlarge,96,192 GiB,40.8384000000
us-gov-east-1,x2iedn.4xlarge,16,512 GiB,4.4016500000
us-west-2,r5b.large,2,16 GiB,0.1490000000
ap-south-2,m6i.8xlarge,32,128 GiB,1.7776000000
ap-southeast-2,r5n.xlarge,4,32 GiB,0.4510000000
us-east-2,x1.16xlarge,64,976 GiB,8.4180000000
ap-southeast-4,m6g.large,2,8 GiB,0.1018000000
eu-west-2-wl1-lon1,t3.xlarge,4,16 GiB,0.3036000000
ap-southeast-4,m5d.8xlarge,32,128 GiB,6.2480000000
ap-south-1,r5d.12xlarge,48,384 GiB,21.6240000000
ap-south-1,r3.8xlarge,32,244 GiB,6.8800000000
ap-southeast-2,m5zn.metal,48,192 GiB,5.4516000000
ap-southeast-2,c6id.12xlarge,48,96 GiB,4.3039200000
ap-south-1,t3.2xlarge,8,32 GiB,0.3584000000
eu-west-1,u-6tb1.56xlarge,224,6144 GiB,78.8081800000
us-west-2-den-1,c5d.12xlarge,48,96 GiB,21.0530000000
us-east-2,c6in.4xlarge,16,32 GiB,1.1776000000
ap-southeast-3,c6in.8xlarge,32,64 GiB,14.2915200000
us-west-2,r6idn.metal,128,1024 GiB,27.8649600000
ap-south-1,i3.2xlarge,8,61 GiB,1.6680000000
sa-east-1,x1e.4xlarge,16,488 GiB,8.4220000000
us-gov-west-1,c4.2xlarge,8,15 GiB,0.6150000000
us-west-2-lax-1,r5d.xlarge,4,32 GiB,0.8460000000
us-east-1-atl-1,r5d.8xlarge,32,256 GiB,6.8930000000
us-west-1,g2.2xlarge,8,15 GiB,1.6620000000
us-east-1-phl-1,c5d.2xlarge,8,16 GiB,3.4800000000
ca-central-1,c5a.24xlarge,96,192 GiB,15.9550000000
us-east-1,r3.2xlarge,8,61 GiB,1.6240000000
af-south-1,c5n.18xlarge,72,192 GiB,32.2270000000
ap-northeast-1,i3en.2xlarge,8,64 GiB,1.2680000000
eu-west-2,z1d.6xlarge,24,192 GiB,11.6360000000
eu-central-2,m5.4xlarge,16,64 GiB,7.0730000000
me-south-1,r5.xlarge,4,32 GiB,1.8100000000
eu-south-1,r5d.8xlarge,32,256 GiB,14.6880000000
eu-west-3,r5a.8xlarge,32,256 GiB,2.6690000000
ap-northeast-2,u-6tb1.112xlarge,448,6144 GiB,73.4382000000
eu-west-3,r6g.2xlarge,8,64 GiB,0.5004000000
us-gov-west-1,r5dn.metal,96,768 GiB,9.6480000000
ap-southeast-2,r5dn.4xlarge,16,128 GiB,2.0003200000
eu-north-1,r6g.2xlarge,8,64 GiB,0.4536000000
sa-east-1,r5a.2xlarge,8,64 GiB,0.8590000000
ap-northeast-3,c4.2xlarge,8,15 GiB,3.5040000000
ap-east-1,r6i.16xlarge,64,512 GiB,5.3440000000
ap-southeast-2,r5a.2xlarge,8,64 GiB,0.5440000000
eu-south-2,r6g.16xlarge,64,512 GiB,3.6096000000
ca-central-1,r4.8xlarge,32,244 GiB,6.1760000000
ap-south-1,m5.2xlarge,8,32 GiB,0.5390000000
me-central-1,m5.16xlarge,64,256 GiB,5.0740000000
ap-southeast-2,c5d.18xlarge,72,144 GiB,4.5360000000
us-east-1,c6in.24xlarge,96,192 GiB,5.4432000000
ca-central-1,m6i.2xlarge,8,32 GiB,0.6060000000
ap-northeast-3,m5.4xlarge,16,64 GiB,7.0520000000
us-west-2,r5d.16xlarge,64,512 GiB,12.5650000000
ca-central-1,r5d.24xlarge,96,768 GiB,43.5840000000
eu-west-1,r5ad.24xlarge,96,768 GiB,18.9550000000
us-east-2,i4i.2xlarge,8,64 GiB,0.6860000000
ap-southeast-2,m6i.metal,128,512 GiB,23.0400000000
eu-west-1,im4gn.4xlarge,16,64 GiB,1.6044200000
us-east-2,h1.2xlarge,8,32 GiB,0.5500000000
ap-southeast-1,t3a.medium,2,4 GiB,0.1148000000
ap-south-1-ccu-1,m5.2xlarge,8,32 GiB,0.5450000000
ap-south-2,r5d.4xlarge,16,128 GiB,1.4780000000
us-gov-west-1,r5.16xlarge,64,512 GiB,12.5120000000
us-west-2,r3.2xlarge,8,61 GiB,0.7990000000
ap-northeast-1,c6g.xlarge,4,8 GiB,0.1712000000
us-east-1-wl1-chi1,r5.2xlarge,8,64 GiB,1.6400000000
ap-southeast-1,r5a.12xlarge,48,384 GiB,21.2640000000
eu-west-3,m6i.32xlarge,128,512 GiB,55.8848000000
eu-west-2,r6id.32xlarge,128,1024 GiB,11.3568000000
eu-central-1,m5ad.xlarge,4,16 GiB,0.3330000000
ap-northeast-2,r4.xlarge,4,30.5 GiB,0.8000000000
ap-southeast-1,a1.medium,1,2 GiB,0.0313000000
ca-central-1,t3a.2xlarge,8,32 GiB,0.3341000000
ap-southeast-3,c5d.18xlarge,72,144 GiB,31.0320000000
eu-central-2,r5.8xlarge,32,256 GiB,14.6750000000
ap-south-1,m6gd.large,2,8 GiB,0.0604000000
us-west-2,g5.4xlarge,16,64 GiB,1.6240000000
eu-south-2,i3en.12xlarge,48,384 GiB,12.1500000000
ca-central-1,r5.metal,96,768 GiB,42.6240000000
us-west-2,c6i.4xlarge,16,32 GiB,6.7480000000
ap-southeast-2,p3.8xlarge,32,244 GiB,16.9360000000
eu-north-1,c5.4xlarge,16,32 GiB,2.6480000000
ap-southeast-2,r5.8xlarge,32,256 GiB,6.4010000000
ca-central-1,m4.2xlarge,8,32 GiB,1.4484000000
us-west-2,x2iedn.8xlarge,32,1024 GiB,6.6690000000
us-east-2,c6g.12xlarge,48,96 GiB,1.6320000000
ap-northeast-3,i3en.xlarge,4,32 GiB,0.6000000000
ap-northeast-2-wl1-sel1,t3.xlarge,4,16 GiB,0.7400000000
eu-central-1,r5b.12xlarge,48,384 GiB,5.0832000000
eu-central-1,x1.16xlarge,64,976 GiB,11.3520000000
eu-south-1,i4i.xlarge,4,32 GiB,0.4380000000
ap-northeast-1,m4.xlarge,4,16 GiB,0.2838000000
ap-northeast-2,u-6tb1.112xlarge,448,6144 GiB,233.8670000000
ap-south-1,c5a.12xlarge,48,96 GiB,6.8880000000
us-east-2,r5n.16xlarge,64,512 GiB,6.1360000000
us-west-2,t2.nano,1,0.5 GiB,0.0058000000
us-west-2,c5a.12xlarge,48,96 GiB,20.0330000000
us-west-1,m5a.12xlarge,48,192 GiB,8.1840000000
ap-southeast-2,i4i.32xlarge,128,1024 GiB,13.1648000000
eu-west-1,m6a.4xlarge,16,64 GiB,1.0408000000
us-east-2,r6in.32xlarge,128,1024 GiB,13.3203200000
af-south-1,c5.9xlarge,36,72 GiB,15.6750000000
ap-northeast-2,r5a.large,2,16 GiB,0.6160000000
us-west-1,m5a.24xlarge,96,384 GiB,4.8480000000
eu-west-2,r5b.xlarge,4,32 GiB,0.3500000000
us-west-1,r5.16xlarge,64,512 GiB,12.4290000000
ap-southeast-4,r5.2xlarge,8,64 GiB,0.6040000000
eu-central-1,m5dn.12xlarge,48,192 GiB,4.1490000000
me-south-1,c5.9xlarge,36,72 GiB,15.5250000000
eu-west-2,r5d.metal,96,768 GiB,9.7340000000
ap-northeast-1,m6id.large,2,8 GiB,0.6486300000
ap-northeast-2,i2.2xlarge,8,61 GiB,2.0010000000
eu-south-1,c5.9xlarge,36,72 GiB,2.5350000000
us-east-2,m6a.4xlarge,16,64 GiB,6.6912000000
eu-central-1,d3.8xlarge,32,256 GiB,6.3317300000
eu-west-1,x1e.xlarge,4,122 GiB,1.5800000000
ap-northeast-1,r4.xlarge,4,30.5 GiB,0.3876000000
us-west-1,t3.micro,2,1 GiB,0.0133000000
eu-central-1,i3en.6xlarge,24,192 GiB,3.4510000000
ca-central-1,m5.2xlarge,8,32 GiB,1.3880000000
eu-west-1,m3.2xlarge,8,30 GiB,0.6440000000
us-west-2,r6gd.8xlarge,32,256 GiB,1.9538000000
ap-northeast-2,g3s.xlarge,4,30.5 GiB,1.0020000000
af-south-1,r5.xlarge,4,32 GiB,0.3360000000
us-gov-west-1,r4.8xlarge,32,244 GiB,3.1008000000
eu-west-3,t3.2xlarge,8,32 GiB,0.3776000000
eu-west-1,c6id.32xlarge,128,256 GiB,9.4880000000
eu-south-2,m6g.12xlarge,48,192 GiB,2.1864000000
ap-southeast-1,r5d.24xlarge,96,768 GiB,8.3520000000
us-east-2,c6a.4xlarge,16,32 GiB,2.5320000000
ap-east-1,r5.metal,96,768 GiB,44.0160000000
eu-west-1,m6i.8xlarge,32,128 GiB,2.2528000000
ap-southeast-2,z1d.xlarge,4,32 GiB,0.9590000000
us-west-1,x2iedn.2xlarge,8,256 GiB,3.3442500000
eu-central-1,z1d.12xlarge,48,384 GiB,5.4000000000
us-gov-west-1,x2idn.32xlarge,128,2048 GiB,18.1692000000
sa-east-1,x1e.16xlarge,64,1952 GiB,36.2910000000
eu-west-1,r5b.4xlarge,16,128 GiB,3.2560000000
ca-central-1,m5d.12xlarge,48,192 GiB,3.0240000000
ap-northeast-2,c4.4xlarge,16,30 GiB,0.9980000000
us-east-1,r6id.xlarge,4,32 GiB,0.3326400000
ap-northeast-1,u-9tb1.112xlarge,448,9216 GiB,266.8000000000
ap-east-1,m6i.12xlarge,48,192 GiB,9.2448000000
us-west-2,inf1.2xlarge,8,16 GiB,0.4970000000
ca-central-1,m5a.12xlarge,48,192 GiB,2.3040000000
us-west-2,m1.medium,1,3.75 GiB,0.0960000000
ap-southeast-1,r5ad.24xlarge,96,768 GiB,43.6320000000
us-east-2,r6i.16xlarge,64,512 GiB,12.1152000000
ca-central-1,g4ad.xlarge,4,16 GiB,0.4648900000
us-gov-west-1,c6id.8xlarge,32,64 GiB,5.7888000000
eu-west-3,c6i.2xlarge,8,16 GiB,0.4040000000
ap-northeast-1,m6idn.metal,128,512 GiB,13.1040000000
us-east-1,t4g.large,2,8 GiB,0.0672000000
eu-west-2,r5ad.12xlarge,48,384 GiB,4.7310000000
us-west-2-sea-1,t3.medium,2,4 GiB,0.1196000000
us-east-1,m5zn.2xlarge,8,32 GiB,1.6207000000
ap-south-1,r5.large,2,16 GiB,0.6100000000
us-gov-west-1,r6in.xlarge,4,32 GiB,0.4607500000
af-south-1,r5.16xlarge,64,512 GiB,13.3790000000
us-west-1,r5d.4xlarge,16,128 GiB,3.2160000000
eu-west-2,m5.8xlarge,32,128 GiB,1.7760000000
eu-west-3,c5d.4xlarge,16,32 GiB,0.9800000000
af-south-1,i3en.2xlarge,8,64 GiB,1.3230000000
eu-south-2,c5d.metal,96,192 GiB,41.2320000000
ap-southeast-4,m5.xlarge,4,16 GiB,0.3080000000
us-east-2,r6i.24xlarge,96,768 GiB,18.1728000000
us-gov-west-1,m6in.xlarge,4,16 GiB,1.8835300000
us-east-2,c5.18xlarge,72,144 GiB,30.0600000000
eu-central-2,c5.24xlarge,96,192 GiB,16.6420000000
us-gov-west-1,c6in.metal,128,256 GiB,10.8992000000
us-east-2,c4.8xlarge,36,60 GiB,5.9200000000
ap-southeast-1,z1d.xlarge,4,32 GiB,1.9790000000
us-east-1,m7g.large,2,8 GiB,0.0816000000
sa-east-1,m5d.16xlarge,64,256 GiB,13.7720000000
ap-southeast-1,d3.8xlarge,32,256 GiB,8.8480800000
eu-west-3,m5.metal,96,384 GiB,6.9980000000
us-gov-east-1,m5a.xlarge,4,16 GiB,0.2180000000
ap-southeast-4,m5d.large,2,8 GiB,0.2100000000
eu-west-1,x1e.4xlarge,16,488 GiB,10.4000000000
us-west-2-den-1,r5d.4xlarge,16,128 GiB,7.5260000000
me-south-1,m6i.32xlarge,128,512 GiB,10.6112000000
ap-south-1,c5a.24xlarge,96,192 GiB,2.4820000000
ap-south-1,m5.2xlarge,8,32 GiB,0.4290000000
ca-central-1,r5b.8xlarge,32,256 GiB,2.8688000000
sa-east-1,i4i.8xlarge,32,256 GiB,16.8210000000
eu-central-1,r3.8xlarge,32,244 GiB,3.7410000000
eu-west-2,r5b.large,2,16 GiB,0.2426000000
ap-southeast-1,m5ad.16xlarge,64,256 GiB,28.1280000000
ca-central-1,r5.metal,96,768 GiB,6.6240000000
us-east-2,c5.24xlarge,96,192 GiB,5.9470000000
us-east-1-dfw-1,r5d.8xlarge,32,256 GiB,14.8800000000
us-east-1,m6in.4xlarge,16,64 GiB,3.0338400000
us-west-2,x2iedn.16xlarge,64,2048 GiB,22.3518000000
us-east-1-phl-1,r5d.2xlarge,8,64 GiB,0.7630000000
ap-northeast-2,i3en.xlarge,4,32 GiB,2.0320000000
ap-northeast-1,m4.16xlarge,64,256 GiB,4.1280000000
us-gov-east-1,r5dn.4xlarge,16,128 GiB,7.7044800000
ap-south-1,r6id.metal,128,1024 GiB,10.1504000000
ap-southeast-2,m6i.24xlarge,96,384 GiB,5.7600000000
us-east-1,r5d.24xlarge,96,768 GiB,6.9120000000
ap-northeast-1,r5b.large,2,16 GiB,0.2486000000
us-west-2,m1.medium,1,3.75 GiB,0.0870000000
us-east-1,r5dn.metal,96,768 GiB,9.6380000000
eu-south-1,c5n.xlarge,4,10.5 GiB,0.2730000000
us-gov-west-1,m6in.large,2,8 GiB,0.2593600000
us-west-2,r5b.16xlarge,64,512 GiB,12.4480000000
us-gov-west-1,m5ad.24xlarge,96,384 GiB,6.2880000000
us-west-2,m5d.4xlarge,16,64 GiB,6.9040000000
